# x,       y,       z
-1.800000e+00,-1.620000e+00,1.235934e+03
-1.800000e+00,-1.587273e+00,1.217939e+03
-1.800000e+00,-1.554545e+00,1.203722e+03
-1.800000e+00,-1.521818e+00,1.186362e+03
-1.800000e+00,-1.489091e+00,1.170034e+03
-1.800000e+00,-1.456364e+00,1.154853e+03
-1.800000e+00,-1.423636e+00,1.139945e+03
-1.800000e+00,-1.390909e+00,1.121225e+03
-1.800000e+00,-1.358182e+00,1.106467e+03
-1.800000e+00,-1.325455e+00,1.090233e+03
-1.800000e+00,-1.292727e+00,1.075178e+03
-1.800000e+00,-1.260000e+00,1.060093e+03
-1.800000e+00,-1.227273e+00,1.046705e+03
-1.800000e+00,-1.194545e+00,1.028715e+03
-1.800000e+00,-1.161818e+00,1.014631e+03
-1.800000e+00,-1.129091e+00,1.000385e+03
-1.800000e+00,-1.096364e+00,9.858475e+02
-1.800000e+00,-1.063636e+00,9.687136e+02
-1.800000e+00,-1.030909e+00,9.548845e+02
-1.800000e+00,-9.981818e-01,9.412017e+02
-1.800000e+00,-9.654545e-01,9.271673e+02
-1.800000e+00,-9.327273e-01,9.116658e+02
-1.800000e+00,-9.000000e-01,8.985189e+02
-1.800000e+00,-8.672727e-01,8.856256e+02
-1.800000e+00,-8.345455e-01,8.719989e+02
-1.800000e+00,-8.018182e-01,8.556024e+02
-1.800000e+00,-7.690909e-01,8.431557e+02
-1.800000e+00,-7.363636e-01,8.293771e+02
-1.800000e+00,-7.036364e-01,8.144697e+02
-1.800000e+00,-6.709091e-01,8.041047e+02
-1.800000e+00,-6.381818e-01,7.891779e+02
-1.800000e+00,-6.054545e-01,7.762421e+02
-1.800000e+00,-5.727273e-01,7.628778e+02
-1.800000e+00,-5.400000e-01,7.507287e+02
-1.800000e+00,-5.072727e-01,7.389941e+02
-1.800000e+00,-4.745455e-01,7.248203e+02
-1.800000e+00,-4.418182e-01,7.123557e+02
-1.800000e+00,-4.090909e-01,6.992860e+02
-1.800000e+00,-3.763636e-01,6.868963e+02
-1.800000e+00,-3.436364e-01,6.754179e+02
-1.800000e+00,-3.109091e-01,6.627755e+02
-1.800000e+00,-2.781818e-01,6.501260e+02
-1.800000e+00,-2.454545e-01,6.391807e+02
-1.800000e+00,-2.127273e-01,6.282677e+02
-1.800000e+00,-1.800000e-01,6.154037e+02
-1.800000e+00,-1.472727e-01,6.052216e+02
-1.800000e+00,-1.145455e-01,5.922551e+02
-1.800000e+00,-8.181818e-02,5.797865e+02
-1.800000e+00,-4.909091e-02,5.679849e+02
-1.800000e+00,-1.636364e-02,5.599832e+02
-1.800000e+00,1.636364e-02,5.485388e+02
-1.800000e+00,4.909091e-02,5.336892e+02
-1.800000e+00,8.181818e-02,5.274000e+02
-1.800000e+00,1.145455e-01,5.138491e+02
-1.800000e+00,1.472727e-01,5.051323e+02
-1.800000e+00,1.800000e-01,4.935971e+02
-1.800000e+00,2.127273e-01,4.842369e+02
-1.800000e+00,2.454545e-01,4.744095e+02
-1.800000e+00,2.781818e-01,4.627482e+02
-1.800000e+00,3.109091e-01,4.541042e+02
-1.800000e+00,3.436364e-01,4.451040e+02
-1.800000e+00,3.763636e-01,4.347809e+02
-1.800000e+00,4.090909e-01,4.233125e+02
-1.800000e+00,4.418182e-01,4.124592e+02
-1.800000e+00,4.745455e-01,4.046395e+02
-1.800000e+00,5.072727e-01,3.975306e+02
-1.800000e+00,5.400000e-01,3.846271e+02
-1.800000e+00,5.727273e-01,3.772011e+02
-1.800000e+00,6.054545e-01,3.676080e+02
-1.800000e+00,6.381818e-01,3.587211e+02
-1.800000e+00,6.709091e-01,3.502266e+02
-1.800000e+00,7.036364e-01,3.442121e+02
-1.800000e+00,7.363636e-01,3.333196e+02
-1.800000e+00,7.690909e-01,3.243997e+02
-1.800000e+00,8.018182e-01,3.171015e+02
-1.800000e+00,8.345455e-01,3.078044e+02
-1.800000e+00,8.672727e-01,3.014686e+02
-1.800000e+00,9.000000e-01,2.934197e+02
-1.800000e+00,9.327273e-01,2.865629e+02
-1.800000e+00,9.654545e-01,2.769143e+02
-1.800000e+00,9.981818e-01,2.682384e+02
-1.800000e+00,1.030909e+00,2.603331e+02
-1.800000e+00,1.063636e+00,2.530029e+02
